customer_id,customer_name,email,country,created_date,source_file
2377,Emily Martinez,emily.martinez2377@example.com,France,2019-06-29,customers.csv
2378,Sophia Brown,sophia.brown2378@example.com,UK,2020-04-14,customers.csv
2379,Joseph Martin,joseph.martin2379@example.com,UK,2018-04-05,customers.csv
2380,Olivia Thompson,olivia.thompson2380@example.com,Australia,2021-10-24,customers.csv
2381,Ryan Smith,ryan.smith2381@example.com,Brazil,2020-01-07,customers.csv
2382,Anthony Garcia,anthony.garcia2382@example.com,UK,2015-10-02,customers.csv
2383,Joshua Sanchez,joshua.sanchez2383@example.com,Japan,2015-11-20,customers.csv
2384,William Ramirez,william.ramirez2384@example.com,Japan,2020-08-26,customers.csv
2385,Ryan Martin,ryan.martin2385@example.com,Mexico,2017-05-21,customers.csv
2386,Joseph Perez,joseph.perez2386@example.com,Australia,2018-12-31,customers.csv
2387,Christopher Jackson,christopher.jackson2387@example.com,Germany,2021-04-22,customers.csv
2388,Nicholas Johnson,nicholas.johnson2388@example.com,Mexico,2024-02-23,customers.csv
2389,Elizabeth Jones,elizabeth.jones2389@example.com,Japan,2018-02-04,customers.csv
2390,Andrew Smith,andrew.smith2390@example.com,Australia,2015-05-24,customers.csv
2391,Andrew Williams,andrew.williams2391@example.com,Australia,2021-06-28,customers.csv
2392,Joseph Williams,joseph.williams2392@example.com,Australia,2020-07-11,customers.csv
2393,William Martin,william.martin2393@example.com,Canada,2015-02-12,customers.csv
2394,Sofia Perez,sofia.perez2394@example.com,Mexico,2023-05-25,customers.csv
2395,Isabella Harris,isabella.harris2395@example.com,Canada,2016-09-30,customers.csv
2396,Christopher Sanchez,christopher.sanchez2396@example.com,Brazil,2018-06-23,customers.csv
2397,Daniel Harris,daniel.harris2397@example.com,Canada,2019-04-17,customers.csv
2398,Joshua Davis,joshua.davis2398@example.com,Germany,2022-12-30,customers.csv
2399,Daniel Jones,daniel.jones2399@example.com,USA,2021-07-13,customers.csv
2400,Alexander Sanchez,alexander.sanchez2400@example.com,Germany,2016-06-05,customers.csv
2401,Alexander Martinez,alexander.martinez2401@example.com,India,2018-12-20,customers.csv
2402,Sofia Miller,sofia.miller2402@example.com,UK,2019-04-15,customers.csv
2403,Daniel Johnson,daniel.johnson2403@example.com,Mexico,2021-02-13,customers.csv
2404,Michael Brown,michael.brown2404@example.com,Mexico,2019-07-13,customers.csv
2405,David Lee,david.lee2405@example.com,France,2023-08-04,customers.csv
2406,John Williams,john.williams2406@example.com,Mexico,2015-08-28,customers.csv
2407,Sophia Miller,sophia.miller2407@example.com,Mexico,2018-08-15,customers.csv
2408,Isabella Taylor,isabella.taylor2408@example.com,Canada,2016-05-21,customers.csv
2409,Harper Thompson,harper.thompson2409@example.com,Canada,2018-04-10,customers.csv
2410,Daniel Martinez,daniel.martinez2410@example.com,India,2022-05-21,customers.csv
2411,Olivia Harris,olivia.harris2411@example.com,Germany,2022-09-04,customers.csv
2412,Joshua White,joshua.white2412@example.com,UK,2018-07-21,customers.csv
2413,Elizabeth Davis,elizabeth.davis2413@example.com,Australia,2019-05-31,customers.csv
2414,Harper Thompson,harper.thompson2414@example.com,Japan,2018-02-12,customers.csv
2415,Andrew Wilson,andrew.wilson2415@example.com,Japan,2022-11-05,customers.csv
2416,Elizabeth Moore,elizabeth.moore2416@example.com,Canada,2024-03-08,customers.csv
2417,Joseph Johnson,joseph.johnson2417@example.com,UK,2024-12-07,customers.csv
2418,Elizabeth Perez,elizabeth.perez2418@example.com,India,2018-08-22,customers.csv
2419,James Jackson,james.jackson2419@example.com,France,2019-03-07,customers.csv
2420,Elizabeth Johnson,elizabeth.johnson2420@example.com,USA,2017-03-07,customers.csv
2421,Andrew Hernandez,andrew.hernandez2421@example.com,France,2017-01-25,customers.csv
2422,Joseph Brown,joseph.brown2422@example.com,Germany,2017-04-13,customers.csv
2423,Joseph Sanchez,joseph.sanchez2423@example.com,Australia,2021-04-01,customers.csv
2424,Amelia Perez,amelia.perez2424@example.com,India,2018-12-07,customers.csv
2425,Sofia Davis,sofia.davis2425@example.com,France,2021-04-29,customers.csv
2426,David Smith,david.smith2426@example.com,India,2017-03-14,customers.csv
2427,Joshua Johnson,joshua.johnson2427@example.com,USA,2021-05-27,customers.csv
2428,Jane Thompson,jane.thompson2428@example.com,USA,2023-08-18,customers.csv
2429,James Sanchez,james.sanchez2429@example.com,UK,2024-05-27,customers.csv
2430,Isabella Taylor,isabella.taylor2430@example.com,India,2022-05-12,customers.csv
2431,Sophia Williams,sophia.williams2431@example.com,USA,2019-09-20,customers.csv
2432,Jane Ramirez,jane.ramirez2432@example.com,Brazil,2015-08-01,customers.csv
2433,Olivia Moore,olivia.moore2433@example.com,USA,2024-01-21,customers.csv
2434,Amelia Clark,amelia.clark2434@example.com,UK,2018-07-23,customers.csv
2435,Andrew Garcia,andrew.garcia2435@example.com,Canada,2016-03-24,customers.csv
2436,William Johnson,william.johnson2436@example.com,Canada,2022-11-04,customers.csv
2437,Amelia Martinez,amelia.martinez2437@example.com,Japan,2022-07-24,customers.csv
2438,Olivia Martinez,olivia.martinez2438@example.com,India,2019-04-08,customers.csv
2439,Nicholas Martinez,nicholas.martinez2439@example.com,Australia,2015-06-30,customers.csv
2440,Alexander Garcia,alexander.garcia2440@example.com,Mexico,2018-05-15,customers.csv
2441,Jane Taylor,jane.taylor2441@example.com,USA,2023-04-20,customers.csv
2442,William Davis,william.davis2442@example.com,Australia,2017-05-30,customers.csv
2443,Sophia Martin,sophia.martin2443@example.com,UK,2015-04-20,customers.csv
2444,Mia Hernandez,mia.hernandez2444@example.com,Mexico,2017-03-05,customers.csv
2445,Emily Lee,emily.lee2445@example.com,Brazil,2020-08-20,customers.csv
2446,Emily Miller,emily.miller2446@example.com,Canada,2016-02-29,customers.csv
2447,Matthew Thompson,matthew.thompson2447@example.com,France,2022-01-26,customers.csv
2448,Sarah Ramirez,sarah.ramirez2448@example.com,Mexico,2015-11-01,customers.csv
2449,Emily Smith,emily.smith2449@example.com,USA,2017-06-04,customers.csv
2450,Emma Wilson,emma.wilson2450@example.com,Canada,2021-03-06,customers.csv
2451,Sofia Taylor,sofia.taylor2451@example.com,India,2017-04-21,customers.csv
2452,Joseph Miller,joseph.miller2452@example.com,France,2016-11-17,customers.csv
2453,William Williams,william.williams2453@example.com,France,2022-11-26,customers.csv
2454,Sofia Moore,sofia.moore2454@example.com,Australia,2021-08-16,customers.csv
2455,David Lopez,david.lopez2455@example.com,India,2024-11-08,customers.csv
2456,Ryan Thomas,ryan.thomas2456@example.com,Mexico,2018-11-15,customers.csv
2457,Amelia Gonzalez,amelia.gonzalez2457@example.com,UK,2021-04-18,customers.csv
2458,Olivia Perez,olivia.perez2458@example.com,Germany,2017-01-20,customers.csv
2459,Matthew Moore,matthew.moore2459@example.com,India,2023-03-24,customers.csv
2460,Christopher Moore,christopher.moore2460@example.com,Brazil,2015-08-12,customers.csv
2461,Sophia Lopez,sophia.lopez2461@example.com,Japan,2024-03-02,customers.csv
2462,Charlotte Thomas,charlotte.thomas2462@example.com,India,2018-09-25,customers.csv
2463,Sophia Brown,sophia.brown2463@example.com,Brazil,2020-10-20,customers.csv
2464,Joshua Lee,joshua.lee2464@example.com,Australia,2020-01-11,customers.csv
2465,Emily Thomas,emily.thomas2465@example.com,Germany,2016-11-12,customers.csv
2466,Christopher Martin,christopher.martin2466@example.com,Australia,2017-09-29,customers.csv
2467,Joshua Williams,joshua.williams2467@example.com,India,2024-01-31,customers.csv
2468,Alexander Rodriguez,alexander.rodriguez2468@example.com,Brazil,2015-09-15,customers.csv
2469,Charlotte Anderson,charlotte.anderson2469@example.com,India,2024-12-11,customers.csv
2470,Charlotte Lee,charlotte.lee2470@example.com,Australia,2020-02-03,customers.csv
2471,Daniel Williams,daniel.williams2471@example.com,Canada,2021-07-22,customers.csv
2472,Emma Thomas,emma.thomas2472@example.com,Brazil,2018-02-28,customers.csv
2473,Nicholas White,nicholas.white2473@example.com,France,2015-11-20,customers.csv
2474,Olivia Lopez,olivia.lopez2474@example.com,Australia,2021-04-30,customers.csv
2475,Sophia Rodriguez,sophia.rodriguez2475@example.com,Canada,2020-09-30,customers.csv
2476,Christopher Ramirez,christopher.ramirez2476@example.com,Mexico,2020-01-20,customers.csv
2477,Matthew Anderson,matthew.anderson2477@example.com,France,2019-05-07,customers.csv
2478,Joseph Jackson,joseph.jackson2478@example.com,Germany,2017-01-08,customers.csv
2479,Emma Moore,emma.moore2479@example.com,Germany,2022-04-02,customers.csv
2480,Ryan Garcia,ryan.garcia2480@example.com,Canada,2016-12-01,customers.csv
2481,Nicholas White,nicholas.white2481@example.com,Mexico,2018-03-07,customers.csv
2482,Sofia Garcia,sofia.garcia2482@example.com,France,2021-11-22,customers.csv
2483,Emily Brown,emily.brown2483@example.com,USA,2024-10-09,customers.csv
2484,Christopher Miller,christopher.miller2484@example.com,France,2017-04-04,customers.csv
2485,Mia Williams,mia.williams2485@example.com,UK,2017-04-15,customers.csv
2486,Andrew Clark,andrew.clark2486@example.com,USA,2016-04-16,customers.csv
2487,Elizabeth Lee,elizabeth.lee2487@example.com,France,2016-10-15,customers.csv
2488,Amelia Thompson,amelia.thompson2488@example.com,Canada,2023-08-17,customers.csv
2489,Nicholas Anderson,nicholas.anderson2489@example.com,Australia,2015-03-11,customers.csv
2490,Joseph Hernandez,joseph.hernandez2490@example.com,France,2024-06-19,customers.csv
2491,Sophia Martinez,sophia.martinez2491@example.com,Canada,2023-04-26,customers.csv
2492,Harper Moore,harper.moore2492@example.com,Canada,2019-08-22,customers.csv
2493,William Martinez,william.martinez2493@example.com,Mexico,2020-02-23,customers.csv
2494,Evelyn Harris,evelyn.harris2494@example.com,France,2018-08-13,customers.csv
2495,Alexander Clark,alexander.clark2495@example.com,India,2020-01-25,customers.csv
2496,James Johnson,james.johnson2496@example.com,France,2016-12-08,customers.csv
2497,Sofia Anderson,sofia.anderson2497@example.com,Japan,2015-01-16,customers.csv
2498,Evelyn Gonzalez,evelyn.gonzalez2498@example.com,Australia,2015-12-31,customers.csv
2499,Ryan Gonzalez,ryan.gonzalez2499@example.com,Brazil,2021-04-10,customers.csv
2500,Elizabeth Thomas,elizabeth.thomas2500@example.com,India,2019-07-28,customers.csv
2501,Ryan Rodriguez,ryan.rodriguez2501@example.com,Australia,2023-07-27,customers.csv
2502,Emma Harris,emma.harris2502@example.com,India,2015-07-06,customers.csv
2503,Ryan Johnson,ryan.johnson2503@example.com,Japan,2019-11-16,customers.csv
2504,Christopher Lee,christopher.lee2504@example.com,Brazil,2015-12-10,customers.csv
2505,Daniel Sanchez,daniel.sanchez2505@example.com,France,2020-02-12,customers.csv
2506,Mia Perez,mia.perez2506@example.com,Mexico,2018-02-16,customers.csv
2507,William Clark,william.clark2507@example.com,Australia,2021-09-01,customers.csv
2508,William Miller,william.miller2508@example.com,France,2016-10-28,customers.csv
2509,Anthony Garcia,anthony.garcia2509@example.com,India,2023-04-01,customers.csv
2510,Matthew Miller,matthew.miller2510@example.com,Australia,2020-07-30,customers.csv
2511,Joshua Gonzalez,joshua.gonzalez2511@example.com,USA,2019-11-26,customers.csv
2512,David Rodriguez,david.rodriguez2512@example.com,Canada,2018-02-09,customers.csv
2513,Anthony Smith,anthony.smith2513@example.com,Canada,2024-07-07,customers.csv
2514,Anthony Miller,anthony.miller2514@example.com,UK,2019-07-24,customers.csv
2515,Sophia Hernandez,sophia.hernandez2515@example.com,Australia,2021-10-04,customers.csv
2516,Ryan Jackson,ryan.jackson2516@example.com,Mexico,2022-05-20,customers.csv
2517,Michael Ramirez,michael.ramirez2517@example.com,Canada,2016-04-10,customers.csv
2518,Isabella Jones,isabella.jones2518@example.com,India,2018-10-25,customers.csv
2519,Abigail Moore,abigail.moore2519@example.com,USA,2015-07-14,customers.csv
2520,Mia Johnson,mia.johnson2520@example.com,Mexico,2019-02-18,customers.csv
2521,Elizabeth Hernandez,elizabeth.hernandez2521@example.com,France,2019-12-27,customers.csv
2522,Michael Davis,michael.davis2522@example.com,Brazil,2018-09-12,customers.csv
2523,Matthew Taylor,matthew.taylor2523@example.com,UK,2017-10-01,customers.csv
2524,Sofia Perez,sofia.perez2524@example.com,USA,2020-10-24,customers.csv
2525,David Davis,david.davis2525@example.com,Brazil,2024-08-04,customers.csv
2526,John Moore,john.moore2526@example.com,Mexico,2024-04-11,customers.csv
2527,Abigail Lee,abigail.lee2527@example.com,Germany,2019-02-10,customers.csv
2528,Daniel Martinez,daniel.martinez2528@example.com,Mexico,2016-02-15,customers.csv
2529,Harper Harris,harper.harris2529@example.com,USA,2023-03-05,customers.csv
2530,Harper Ramirez,harper.ramirez2530@example.com,Australia,2016-06-15,customers.csv
2531,Amelia Hernandez,amelia.hernandez2531@example.com,Brazil,2016-10-28,customers.csv
2532,Mia Thompson,mia.thompson2532@example.com,Japan,2016-11-09,customers.csv
2533,Christopher Wilson,christopher.wilson2533@example.com,Canada,2016-11-25,customers.csv
2534,James Taylor,james.taylor2534@example.com,Germany,2023-05-09,customers.csv
2535,Mia Garcia,mia.garcia2535@example.com,Australia,2019-11-22,customers.csv
2536,Anthony Davis,anthony.davis2536@example.com,Germany,2024-12-24,customers.csv
2537,Joseph Sanchez,joseph.sanchez2537@example.com,India,2023-02-07,customers.csv
2538,John Rodriguez,john.rodriguez2538@example.com,Brazil,2015-02-06,customers.csv
2539,James Thompson,james.thompson2539@example.com,India,2017-07-22,customers.csv
2540,Isabella Perez,isabella.perez2540@example.com,UK,2024-11-11,customers.csv
2541,John Clark,john.clark2541@example.com,Australia,2018-05-13,customers.csv
2542,William Thompson,william.thompson2542@example.com,France,2017-08-14,customers.csv
2543,David Moore,david.moore2543@example.com,Australia,2024-05-18,customers.csv
2544,Sofia White,sofia.white2544@example.com,USA,2021-01-08,customers.csv
2545,Abigail Davis,abigail.davis2545@example.com,Canada,2023-07-19,customers.csv
2546,Nicholas Gonzalez,nicholas.gonzalez2546@example.com,Australia,2015-07-08,customers.csv
2547,Sarah Gonzalez,sarah.gonzalez2547@example.com,USA,2017-03-24,customers.csv
2548,David Johnson,david.johnson2548@example.com,Japan,2024-07-23,customers.csv
2549,David Martin,david.martin2549@example.com,UK,2015-11-12,customers.csv
2550,Andrew Anderson,andrew.anderson2550@example.com,Australia,2020-06-22,customers.csv
2551,Sofia Sanchez,sofia.sanchez2551@example.com,India,2015-08-14,customers.csv
2552,Christopher Davis,christopher.davis2552@example.com,France,2022-08-28,customers.csv
2553,Evelyn Williams,evelyn.williams2553@example.com,UK,2017-04-21,customers.csv
2554,John Wilson,john.wilson2554@example.com,Brazil,2017-08-28,customers.csv
2555,Nicholas Lopez,nicholas.lopez2555@example.com,Mexico,2015-10-26,customers.csv
2556,Elizabeth Williams,elizabeth.williams2556@example.com,Germany,2021-06-12,customers.csv
2557,James Williams,james.williams2557@example.com,Brazil,2023-01-18,customers.csv
2558,James Hernandez,james.hernandez2558@example.com,Australia,2017-10-12,customers.csv
2559,Sofia White,sofia.white2559@example.com,UK,2017-12-26,customers.csv
2560,Ryan Gonzalez,ryan.gonzalez2560@example.com,Mexico,2020-05-28,customers.csv
2561,Alexander Perez,alexander.perez2561@example.com,Germany,2018-07-04,customers.csv
2562,Charlotte Sanchez,charlotte.sanchez2562@example.com,France,2015-05-23,customers.csv
2563,Charlotte Brown,charlotte.brown2563@example.com,USA,2023-05-20,customers.csv
2564,Amelia Wilson,amelia.wilson2564@example.com,France,2020-12-10,customers.csv
2565,Charlotte Rodriguez,charlotte.rodriguez2565@example.com,Germany,2023-03-08,customers.csv
2566,Andrew Davis,andrew.davis2566@example.com,France,2015-01-21,customers.csv
2567,Amelia Thompson,amelia.thompson2567@example.com,USA,2021-04-30,customers.csv
2568,Emily Anderson,emily.anderson2568@example.com,France,2023-08-05,customers.csv
2569,Evelyn Johnson,evelyn.johnson2569@example.com,Brazil,2021-02-09,customers.csv
2570,John Davis,john.davis2570@example.com,Canada,2019-09-12,customers.csv
2571,Charlotte Gonzalez,charlotte.gonzalez2571@example.com,Mexico,2015-01-31,customers.csv
2572,John Martinez,john.martinez2572@example.com,Japan,2017-02-21,customers.csv
2573,Sofia Taylor,sofia.taylor2573@example.com,Mexico,2019-09-20,customers.csv
2574,James Davis,james.davis2574@example.com,Brazil,2023-12-28,customers.csv
2575,Amelia Moore,amelia.moore2575@example.com,Germany,2016-12-25,customers.csv
2576,Sarah Moore,sarah.moore2576@example.com,UK,2022-08-24,customers.csv
2577,Emily Johnson,emily.johnson2577@example.com,Germany,2018-07-20,customers.csv
2578,Abigail Brown,abigail.brown2578@example.com,Canada,2019-12-05,customers.csv
2579,Michael Thompson,michael.thompson2579@example.com,Australia,2020-05-28,customers.csv
2580,Joseph Williams,joseph.williams2580@example.com,Brazil,2024-03-04,customers.csv
2581,Joseph Ramirez,joseph.ramirez2581@example.com,Japan,2024-07-12,customers.csv
2582,Sofia White,sofia.white2582@example.com,Australia,2022-07-21,customers.csv
2583,Sarah Anderson,sarah.anderson2583@example.com,Germany,2018-02-25,customers.csv
2584,James Ramirez,james.ramirez2584@example.com,India,2020-12-02,customers.csv
2585,David Brown,david.brown2585@example.com,India,2018-02-10,customers.csv
2586,Emily Wilson,emily.wilson2586@example.com,Germany,2017-05-17,customers.csv
2587,James Jones,james.jones2587@example.com,Brazil,2018-03-26,customers.csv
2588,Ryan Jackson,ryan.jackson2588@example.com,USA,2018-11-10,customers.csv
2589,Michael Thomas,michael.thomas2589@example.com,Japan,2021-07-25,customers.csv
2590,Abigail Martin,abigail.martin2590@example.com,India,2016-08-31,customers.csv
2591,Olivia Brown,olivia.brown2591@example.com,France,2017-08-03,customers.csv
2592,Mia Jackson,mia.jackson2592@example.com,France,2021-10-31,customers.csv
2593,Ryan Harris,ryan.harris2593@example.com,Canada,2020-08-21,customers.csv
2594,Emma Davis,emma.davis2594@example.com,Germany,2020-02-18,customers.csv
2595,Ryan Davis,ryan.davis2595@example.com,France,2018-12-16,customers.csv
2596,Emma Taylor,emma.taylor2596@example.com,India,2019-11-27,customers.csv
2597,Joshua Lopez,joshua.lopez2597@example.com,Brazil,2016-02-02,customers.csv
2598,Isabella Brown,isabella.brown2598@example.com,Australia,2016-09-25,customers.csv
2599,Isabella Anderson,isabella.anderson2599@example.com,France,2021-08-05,customers.csv
2600,Sarah Brown,sarah.brown2600@example.com,Canada,2019-10-29,customers.csv
2601,Evelyn Rodriguez,evelyn.rodriguez2601@example.com,Canada,2022-10-03,customers.csv
2602,Abigail Ramirez,abigail.ramirez2602@example.com,Mexico,2022-04-09,customers.csv
2603,Evelyn Davis,evelyn.davis2603@example.com,Brazil,2020-11-15,customers.csv
2604,Matthew Ramirez,matthew.ramirez2604@example.com,India,2016-03-04,customers.csv
2605,Andrew Gonzalez,andrew.gonzalez2605@example.com,Mexico,2022-01-18,customers.csv
2606,James Lopez,james.lopez2606@example.com,UK,2022-09-07,customers.csv
2607,Mia Gonzalez,mia.gonzalez2607@example.com,Australia,2024-11-24,customers.csv
2608,Matthew Harris,matthew.harris2608@example.com,Mexico,2024-10-16,customers.csv
2609,Isabella Ramirez,isabella.ramirez2609@example.com,Brazil,2016-09-20,customers.csv
2610,James Jackson,james.jackson2610@example.com,India,2022-11-15,customers.csv
2611,Mia Johnson,mia.johnson2611@example.com,Brazil,2022-03-05,customers.csv
2612,John White,john.white2612@example.com,Canada,2023-11-04,customers.csv
2613,Abigail Rodriguez,abigail.rodriguez2613@example.com,USA,2019-11-14,customers.csv
2614,Joseph Brown,joseph.brown2614@example.com,Brazil,2021-09-09,customers.csv
2615,Andrew Taylor,andrew.taylor2615@example.com,India,2018-02-13,customers.csv
2616,Mia Lee,mia.lee2616@example.com,Canada,2019-04-04,customers.csv
2617,Emma Davis,emma.davis2617@example.com,Mexico,2020-02-10,customers.csv
2618,David Jones,david.jones2618@example.com,Germany,2016-02-09,customers.csv
2619,Elizabeth Clark,elizabeth.clark2619@example.com,UK,2021-05-11,customers.csv
2620,Andrew Lopez,andrew.lopez2620@example.com,India,2015-03-07,customers.csv
2621,Matthew Jones,matthew.jones2621@example.com,India,2020-03-25,customers.csv
2622,Nicholas Jones,nicholas.jones2622@example.com,Germany,2015-05-11,customers.csv
2623,Michael Miller,michael.miller2623@example.com,Japan,2017-08-11,customers.csv
2624,Anthony Jones,anthony.jones2624@example.com,Brazil,2018-10-09,customers.csv
2625,Sophia White,sophia.white2625@example.com,France,2019-07-04,customers.csv
2626,Michael Martin,michael.martin2626@example.com,Germany,2024-05-17,customers.csv
2627,Michael Lopez,michael.lopez2627@example.com,UK,2021-01-26,customers.csv
2628,Mia Thomas,mia.thomas2628@example.com,France,2015-04-03,customers.csv
2629,Isabella Garcia,isabella.garcia2629@example.com,Australia,2015-06-03,customers.csv
2630,Nicholas Gonzalez,nicholas.gonzalez2630@example.com,Germany,2018-12-31,customers.csv
2631,William White,william.white2631@example.com,India,2019-03-31,customers.csv
2632,Emily Miller,emily.miller2632@example.com,India,2016-07-19,customers.csv
2633,Joseph Jones,joseph.jones2633@example.com,Mexico,2017-06-28,customers.csv
2634,Elizabeth Martin,elizabeth.martin2634@example.com,Canada,2018-06-01,customers.csv
2635,David Miller,david.miller2635@example.com,France,2017-11-28,customers.csv
2636,Ryan Garcia,ryan.garcia2636@example.com,Canada,2024-04-21,customers.csv
2637,Sofia Wilson,sofia.wilson2637@example.com,Australia,2024-08-08,customers.csv
2638,Anthony Johnson,anthony.johnson2638@example.com,Australia,2022-02-18,customers.csv
2639,Evelyn Thompson,evelyn.thompson2639@example.com,Japan,2021-08-20,customers.csv
2640,Alexander Jackson,alexander.jackson2640@example.com,France,2024-06-15,customers.csv
2641,Andrew Wilson,andrew.wilson2641@example.com,Japan,2015-02-12,customers.csv
2642,Alexander Johnson,alexander.johnson2642@example.com,Mexico,2024-09-10,customers.csv
2643,Matthew Martin,matthew.martin2643@example.com,Brazil,2020-06-14,customers.csv
2644,Andrew Anderson,andrew.anderson2644@example.com,Canada,2020-12-23,customers.csv
2645,Sarah Jones,sarah.jones2645@example.com,France,2023-03-09,customers.csv
2646,Joshua Jackson,joshua.jackson2646@example.com,France,2021-05-14,customers.csv
2647,Mia Jackson,mia.jackson2647@example.com,Brazil,2024-03-24,customers.csv
2648,Anthony White,anthony.white2648@example.com,Brazil,2024-12-10,customers.csv
2649,Joseph Anderson,joseph.anderson2649@example.com,Canada,2020-01-12,customers.csv
2650,Evelyn Ramirez,evelyn.ramirez2650@example.com,USA,2023-03-29,customers.csv
2651,Nicholas Martin,nicholas.martin2651@example.com,India,2021-03-21,customers.csv
2652,Alexander Garcia,alexander.garcia2652@example.com,Australia,2019-01-23,customers.csv
2653,Harper Moore,harper.moore2653@example.com,Canada,2019-06-03,customers.csv
2654,John Brown,john.brown2654@example.com,Japan,2023-05-15,customers.csv
2655,Evelyn Sanchez,evelyn.sanchez2655@example.com,Germany,2017-09-15,customers.csv
2656,Andrew Williams,andrew.williams2656@example.com,France,2017-05-14,customers.csv
2657,Michael Gonzalez,michael.gonzalez2657@example.com,Canada,2018-11-14,customers.csv
2658,Emily Davis,emily.davis2658@example.com,Japan,2021-12-08,customers.csv
2659,William Wilson,william.wilson2659@example.com,USA,2015-08-22,customers.csv
2660,William Sanchez,william.sanchez2660@example.com,Canada,2016-12-11,customers.csv
2661,Olivia Brown,olivia.brown2661@example.com,France,2020-06-15,customers.csv
2662,Sarah Lopez,sarah.lopez2662@example.com,France,2019-01-10,customers.csv
2663,Joseph Brown,joseph.brown2663@example.com,Mexico,2015-09-19,customers.csv
2664,James Martinez,james.martinez2664@example.com,UK,2017-09-09,customers.csv
2665,Ryan Jones,ryan.jones2665@example.com,Brazil,2024-05-06,customers.csv
2666,Mia Perez,mia.perez2666@example.com,USA,2022-07-28,customers.csv
2667,Emily Martinez,emily.martinez2667@example.com,France,2017-08-06,customers.csv
2668,Abigail Martinez,abigail.martinez2668@example.com,UK,2022-10-19,customers.csv
2669,Charlotte Miller,charlotte.miller2669@example.com,France,2022-11-29,customers.csv
2670,Evelyn Lee,evelyn.lee2670@example.com,Germany,2022-01-10,customers.csv
2671,Isabella Rodriguez,isabella.rodriguez2671@example.com,Canada,2020-08-25,customers.csv
2672,Sofia Hernandez,sofia.hernandez2672@example.com,Australia,2018-08-03,customers.csv
2673,Sofia White,sofia.white2673@example.com,India,2024-02-27,customers.csv
2674,Matthew Martinez,matthew.martinez2674@example.com,Australia,2024-07-07,customers.csv
2675,Sarah Taylor,sarah.taylor2675@example.com,Canada,2020-01-12,customers.csv
2676,Joseph Gonzalez,joseph.gonzalez2676@example.com,UK,2015-01-05,customers.csv
2677,Ryan Harris,ryan.harris2677@example.com,Canada,2024-05-16,customers.csv
2678,Evelyn Anderson,evelyn.anderson2678@example.com,Canada,2018-08-05,customers.csv
2679,Joseph Harris,joseph.harris2679@example.com,Mexico,2021-01-18,customers.csv
2680,Ryan Wilson,ryan.wilson2680@example.com,Japan,2018-02-11,customers.csv
2681,Ryan Taylor,ryan.taylor2681@example.com,India,2015-06-09,customers.csv
2682,Matthew Lee,matthew.lee2682@example.com,Mexico,2019-08-20,customers.csv
2683,William Sanchez,william.sanchez2683@example.com,UK,2023-03-13,customers.csv
2684,Harper Smith,harper.smith2684@example.com,Brazil,2022-12-27,customers.csv
2685,William Martinez,william.martinez2685@example.com,Australia,2024-10-25,customers.csv
2686,Sofia Anderson,sofia.anderson2686@example.com,UK,2019-02-06,customers.csv
2687,Emma Martinez,emma.martinez2687@example.com,Mexico,2023-08-09,customers.csv
2688,Joseph Moore,joseph.moore2688@example.com,Canada,2020-03-26,customers.csv
2689,Sarah Jackson,sarah.jackson2689@example.com,UK,2023-04-22,customers.csv
2690,Sarah Anderson,sarah.anderson2690@example.com,Brazil,2018-05-25,customers.csv
2691,Sarah Anderson,sarah.anderson2691@example.com,Mexico,2020-04-06,customers.csv
2692,James Rodriguez,james.rodriguez2692@example.com,Australia,2022-04-29,customers.csv
2693,Harper Williams,harper.williams2693@example.com,Germany,2017-07-05,customers.csv
2694,Anthony Johnson,anthony.johnson2694@example.com,Germany,2017-05-17,customers.csv
2695,Olivia Sanchez,olivia.sanchez2695@example.com,Australia,2020-04-15,customers.csv
2696,Amelia Harris,amelia.harris2696@example.com,Canada,2018-03-03,customers.csv
2697,Isabella Gonzalez,isabella.gonzalez2697@example.com,UK,2015-11-14,customers.csv
2698,Amelia Thompson,amelia.thompson2698@example.com,USA,2016-08-29,customers.csv
2699,Jane Ramirez,jane.ramirez2699@example.com,France,2019-09-30,customers.csv
2700,Amelia Thomas,amelia.thomas2700@example.com,Japan,2017-06-19,customers.csv
2701,Amelia Ramirez,amelia.ramirez2701@example.com,France,2018-03-23,customers.csv
2702,Andrew Brown,andrew.brown2702@example.com,India,2021-04-11,customers.csv
2703,Daniel Martin,daniel.martin2703@example.com,India,2024-01-31,customers.csv
2704,Mia Garcia,mia.garcia2704@example.com,Germany,2016-02-06,customers.csv
2705,Joseph Taylor,joseph.taylor2705@example.com,France,2021-01-26,customers.csv
2706,Mia Clark,mia.clark2706@example.com,India,2016-08-25,customers.csv
2707,Emma Thomas,emma.thomas2707@example.com,USA,2017-07-21,customers.csv
2708,Abigail Perez,abigail.perez2708@example.com,Japan,2015-07-16,customers.csv
2709,Joseph Smith,joseph.smith2709@example.com,Japan,2015-10-13,customers.csv
2710,Emma Brown,emma.brown2710@example.com,Canada,2023-05-24,customers.csv
2711,Daniel Brown,daniel.brown2711@example.com,Brazil,2024-12-21,customers.csv
2712,David Martin,david.martin2712@example.com,Brazil,2018-05-12,customers.csv
2713,William Harris,william.harris2713@example.com,France,2016-10-27,customers.csv
2714,Charlotte Garcia,charlotte.garcia2714@example.com,Australia,2016-05-08,customers.csv
